source_id,model,best_drift,found,query_count,valid_rate,drift_at_Q5,drift_at_Q10,drift_at_Q20,drift_at_Q50
poly_3129,D1,0.215322345495224,True,50,1.0,0.215322345495224,0.215322345495224,0.215322345495224,0.215322345495224
poly_2068,D1,0.10335728526115417,True,50,1.0,0.10335728526115417,0.10335728526115417,0.10335728526115417,0.10335728526115417
poly_782,D1,0.19584333896636963,True,50,1.0,0.18374264240264893,0.18374264240264893,0.19584333896636963,0.19584333896636963
poly_45,D1,0.6333525776863098,True,50,1.0,0.6333525776863098,0.6333525776863098,0.6333525776863098,0.6333525776863098
poly_3063,D1,0.18973925709724426,True,20,1.0,0.17616140842437744,0.18973925709724426,0.18973925709724426,0.18973925709724426
poly_903,D1,0.10718384385108948,True,50,1.0,0.09516161680221558,0.09516161680221558,0.09516161680221558,0.10718384385108948
poly_3763,D1,0.13169878721237183,True,50,1.0,0.09314346313476562,0.13169878721237183,0.13169878721237183,0.13169878721237183
poly_990,D1,0.2663978338241577,True,50,1.0,0.058222949504852295,0.1372661590576172,0.1372661590576172,0.2663978338241577
poly_1689,D1,0.06697845458984375,True,50,1.0,0.030881822109222412,0.04533439874649048,0.04533439874649048,0.06697845458984375
poly_2093,D1,0.13124191761016846,True,50,1.0,0.09315705299377441,0.11799496412277222,0.11799496412277222,0.13124191761016846
poly_3799,D1,0.6141253709793091,True,50,1.0,0.40641194581985474,0.5998295545578003,0.5998295545578003,0.6141253709793091
poly_930,D1,0.13150230050086975,True,50,1.0,0.11124733090400696,0.11124733090400696,0.11124733090400696,0.13150230050086975
poly_3620,D1,0.08107239007949829,True,40,1.0,0.07235527038574219,0.07620799541473389,0.08076867461204529,0.08107239007949829
poly_2098,D1,0.061478495597839355,True,50,1.0,0.048761963844299316,0.05333602428436279,0.05652165412902832,0.061478495597839355
poly_1493,D1,0.09292533993721008,True,50,1.0,0.06398835778236389,0.06398835778236389,0.08692517876625061,0.09292533993721008
poly_1294,D1,0.07101479172706604,True,50,1.0,0.06446662545204163,0.06446662545204163,0.06446662545204163,0.07101479172706604
poly_2531,D1,0.11470460891723633,True,50,1.0,0.08229553699493408,0.08229553699493408,0.11470460891723633,0.11470460891723633
poly_514,D1,0.23102647066116333,True,50,1.0,0.16909444332122803,0.16909444332122803,0.18169105052947998,0.23102647066116333
poly_244,D1,0.22844988107681274,True,50,1.0,0.05543726682662964,0.07028856873512268,0.08745446801185608,0.22844988107681274
poly_466,D1,0.9523159265518188,True,50,1.0,0.8646687269210815,0.8646687269210815,0.9339444041252136,0.9523159265518188
poly_1171,D1,0.09134572744369507,True,50,1.0,0.06942766904830933,0.09134572744369507,0.09134572744369507,0.09134572744369507
poly_3842,D1,0.12103271484375,True,36,1.0,0.11028444766998291,0.12103271484375,0.12103271484375,0.12103271484375
poly_3552,D1,0.29804712533950806,True,50,1.0,0.28141120076179504,0.28141120076179504,0.28141120076179504,0.29804712533950806
poly_1117,D1,1.137676477432251,True,50,1.0,0.8332391381263733,1.0490422248840332,1.0943694114685059,1.137676477432251
poly_3629,D1,0.6197433471679688,True,50,1.0,0.5726243257522583,0.5814027190208435,0.5814027190208435,0.6197433471679688
poly_2356,D1,0.6957725286483765,True,50,1.0,0.1389501690864563,0.3403399884700775,0.42417600750923157,0.6957725286483765
poly_1461,D1,0.1897934377193451,True,50,1.0,0.17274653911590576,0.17274653911590576,0.17274653911590576,0.1897934377193451
poly_483,D1,0.8322378396987915,True,50,1.0,0.7606570720672607,0.8090064525604248,0.8322378396987915,0.8322378396987915
poly_1700,D1,0.07616782188415527,True,50,1.0,0.07616782188415527,0.07616782188415527,0.07616782188415527,0.07616782188415527
poly_3290,D1,0.0663694441318512,True,50,1.0,0.0388278067111969,0.04899716377258301,0.0663694441318512,0.0663694441318512
poly_2156,D1,0.21045219898223877,True,50,1.0,0.0523296594619751,0.05523943901062012,0.058579325675964355,0.21045219898223877
poly_3385,D1,0.09605023264884949,True,50,1.0,0.07487228512763977,0.07487228512763977,0.07487228512763977,0.09605023264884949
poly_967,D1,0.8759786486625671,True,50,1.0,0.24362999200820923,0.8759786486625671,0.8759786486625671,0.8759786486625671
poly_3072,D1,0.42003315687179565,True,50,1.0,0.2904755771160126,0.2904755771160126,0.42003315687179565,0.42003315687179565
poly_3316,D1,0.18863365054130554,True,50,1.0,0.05892056226730347,0.12353566288948059,0.18863365054130554,0.18863365054130554
poly_259,D1,0.5293301939964294,True,50,1.0,0.42621392011642456,0.42621392011642456,0.42621392011642456,0.5293301939964294
poly_231,D1,0.5310011506080627,True,50,1.0,0.45602917671203613,0.5154774188995361,0.5310011506080627,0.5310011506080627
poly_2052,D1,0.07268154621124268,True,50,1.0,0.07268154621124268,0.07268154621124268,0.07268154621124268,0.07268154621124268
poly_128,D1,0.8582547307014465,True,50,1.0,0.7860745191574097,0.7860745191574097,0.8582547307014465,0.8582547307014465
poly_2200,D1,0.0951312780380249,True,50,1.0,0.0951312780380249,0.0951312780380249,0.0951312780380249,0.0951312780380249
poly_32,D1,0.8727489709854126,True,50,1.0,0.7779688835144043,0.8106978535652161,0.8727489709854126,0.8727489709854126
poly_2124,D1,0.14219138026237488,True,50,1.0,0.12089374661445618,0.12089374661445618,0.14162129163742065,0.14219138026237488
poly_1654,D1,0.11429479718208313,True,50,1.0,0.0768614113330841,0.0768614113330841,0.0824994146823883,0.11429479718208313
poly_189,D1,0.3607867360115051,True,50,1.0,0.23266631364822388,0.3607867360115051,0.3607867360115051,0.3607867360115051
poly_769,D1,0.12158018350601196,True,50,1.0,0.05809599161148071,0.08536410331726074,0.08536410331726074,0.12158018350601196
