orig_prob,spacing_prob,order_prob,move_prob,bg_prob,rmA_prob,rmB_prob
0.4557128846645355,0.46230682730674744,0.45481112599372864,0.4308919906616211,0.5073539614677429,0.45079460740089417,0.4582825303077698
0.5209538340568542,0.523093044757843,0.5138500332832336,0.519381582736969,0.5403085350990295,0.5172925591468811,0.5224102139472961
0.495216429233551,0.4875194728374481,0.5076010227203369,0.49042385816574097,0.510453999042511,0.48970893025398254,0.4927772879600525
0.5371159315109253,0.5168454647064209,0.5332145690917969,0.5289215445518494,0.504814624786377,0.5414944887161255,0.5450490713119507
0.48557257652282715,0.48079657554626465,0.5009560585021973,0.4867573082447052,0.5402583479881287,0.48941531777381897,0.4858423173427582
0.49860289692878723,0.46887484192848206,0.450403094291687,0.471110463142395,0.509909451007843,0.4787133038043976,0.49601420760154724
0.5519345998764038,0.5404629111289978,0.5402048230171204,0.544143795967102,0.4841477870941162,0.5486635565757751,0.5637781620025635
0.5456945896148682,0.5367080569267273,0.5270969271659851,0.5142056941986084,0.4677659571170807,0.5474241375923157,0.5300694704055786
0.5408935546875,0.5135157704353333,0.5326482653617859,0.5118792057037354,0.5178689360618591,0.5440706014633179,0.5406783223152161
0.49083536863327026,0.499647855758667,0.47448015213012695,0.4672999382019043,0.4671931564807892,0.47853201627731323,0.48055359721183777
0.5422114729881287,0.5611656308174133,0.558047890663147,0.5671358704566956,0.5352485775947571,0.5557399392127991,0.538050651550293
0.5236706733703613,0.5354799032211304,0.5286158919334412,0.5334017872810364,0.5564683079719543,0.5257862210273743,0.5291076302528381
0.532884955406189,0.5300899147987366,0.5252026319503784,0.5085289478302002,0.5514420866966248,0.5342217683792114,0.531801164150238
0.5003877282142639,0.5127126574516296,0.5009363293647766,0.49604353308677673,0.5484361052513123,0.5069159865379333,0.494686096906662
0.5758612155914307,0.561789333820343,0.5846193432807922,0.5798825621604919,0.5011402368545532,0.5683591961860657,0.5804405808448792
0.500754177570343,0.5412113666534424,0.517971396446228,0.5129689574241638,0.49222737550735474,0.5020962357521057,0.5020355582237244
0.5338760614395142,0.5285029411315918,0.553065836429596,0.5401713252067566,0.4861237704753876,0.5323542356491089,0.5396060347557068
0.5115291476249695,0.5215384364128113,0.5251433849334717,0.5256751775741577,0.5149286389350891,0.514024555683136,0.5071834921836853
0.4999387264251709,0.5184834599494934,0.5074255466461182,0.5071738362312317,0.4819534420967102,0.4916609525680542,0.5150353312492371
0.500898003578186,0.49230191111564636,0.5125657916069031,0.505644679069519,0.49239587783813477,0.5023899674415588,0.5263545513153076
0.48962870240211487,0.4982205927371979,0.49831423163414,0.4828866422176361,0.5041307806968689,0.4792930483818054,0.4884701371192932
