source_id,op,clean_pos,adv_pos,clean_delta,adv_delta
3657,matched,25.0,25.0,0.5460314750671387,0.417618989944458
3657,matched,26.0,26.0,0.5460314750671387,0.417618989944458
3657,matched,27.0,27.0,0.5460314750671387,0.417618989944458
3657,matched,28.0,28.0,0.7453927993774414,0.5240416526794434
3657,matched,29.0,29.0,0.2642624378204345,0.0133881568908691
3657,matched,30.0,30.0,0.6913704872131348,0.4544703960418701
3657,matched,31.0,31.0,0.3775758743286133,0.0817842483520507
3657,deleted,32.0,,0.3907284736633301,
3657,deleted,33.0,,0.0628609657287597,
3658,matched,0.0,0.0,0.2242398262023925,0.0335631370544433
3658,matched,1.0,1.0,0.0857596397399902,0.2030067443847656
3658,matched,2.0,2.0,0.0857596397399902,0.2030067443847656
3658,matched,3.0,3.0,0.0857596397399902,0.2030067443847656
3658,matched,4.0,4.0,0.0857596397399902,0.2030067443847656
3658,matched,5.0,5.0,0.0232090950012207,0.2503285408020019
3658,matched,6.0,6.0,0.1694560050964355,0.0059380531311035
3658,matched,7.0,7.0,0.114412784576416,0.0816912651062011
3658,matched,8.0,8.0,0.2141017913818359,0.0272068977355957
3658,matched,9.0,9.0,0.0486092567443847,0.0512213706970214
3658,matched,10.0,10.0,0.0978360176086425,0.0122036933898925
3658,matched,11.0,11.0,0.0607752799987793,0.0153031349182128
3658,matched,12.0,12.0,0.0466771125793457,0.1398568153381347
3658,matched,13.0,13.0,0.1625151634216308,0.1401610374450683
3658,substituted,14.0,14.0,0.1487870216369629,0.1401610374450683
3658,matched,15.0,15.0,0.0234780311584472,0.0275025367736816
3658,matched,16.0,16.0,0.0593218803405761,0.0260791778564453
3658,matched,17.0,17.0,0.0358309745788574,0.0261487960815429
3658,matched,18.0,18.0,0.0889801979064941,0.0190434455871582
3658,deleted,19.0,,0.0463185310363769,
